REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,SEA1N,DEMINDDSL,1,2034,113.44444
REGION1,SEA2D,DEMINDDSL,1,2034,113.44444
REGION1,SEA2N,DEMINDDSL,1,2034,113.44444
REGION1,SEA3D,DEMINDDSL,1,2034,113.44444
REGION1,SEA3N,DEMINDDSL,1,2034,113.44444
REGION1,SEA4D,DEMINDDSL,1,2034,113.44444
REGION1,SEA4N,DEMINDDSL,1,2034,113.44444
REGION1,SEA1D,DEMINDDSL,1,2035,113.57576
REGION1,SEA1N,DEMINDDSL,1,2035,113.57576
REGION1,SEA2D,DEMINDDSL,1,2035,113.57576
REGION1,SEA2N,DEMINDDSL,1,2035,113.57576
REGION1,SEA3D,DEMINDDSL,1,2035,113.57576
REGION1,SEA3N,DEMINDDSL,1,2035,113.57576
REGION1,SEA4D,DEMINDDSL,1,2035,113.57576
REGION1,SEA4N,DEMINDDSL,1,2035,113.57576
REGION1,SEA1D,DEMINDDSL,1,2036,113.79798
REGION1,SEA1N,DEMINDDSL,1,2036,113.79798
REGION1,SEA2D,DEMINDDSL,1,2036,113.79798
REGION1,SEA2N,DEMINDDSL,1,2036,113.79798
REGION1,SEA3D,DEMINDDSL,1,2036,113.79798
REGION1,SEA3N,DEMINDDSL,1,2036,113.79798
REGION1,SEA4D,DEMINDDSL,1,2036,113.79798
REGION1,SEA4N,DEMINDDSL,1,2036,113.79798
REGION1,SEA1D,DEMINDDSL,1,2037,114.16162
REGION1,SEA1N,DEMINDDSL,1,2037,114.16162
REGION1,SEA2D,DEMINDDSL,1,2037,114.16162
REGION1,SEA2N,DEMINDDSL,1,2037,114.16162
REGION1,SEA3D,DEMINDDSL,1,2037,114.16162
REGION1,SEA3N,DEMINDDSL,1,2037,114.16162
REGION1,SEA4D,DEMINDDSL,1,2037,114.16162
REGION1,SEA4N,DEMINDDSL,1,2037,114.16162
REGION1,SEA1D,DEMINDDSL,1,2038,114.67677
REGION1,SEA1N,DEMINDDSL,1,2038,114.67677
REGION1,SEA2D,DEMINDDSL,1,2038,114.67677
REGION1,SEA2N,DEMINDDSL,1,2038,114.67677
REGION1,SEA3D,DEMINDDSL,1,2038,114.67677
REGION1,SEA3N,DEMINDDSL,1,2038,114.67677
REGION1,SEA4D,DEMINDDSL,1,2038,114.67677
REGION1,SEA4N,DEMINDDSL,1,2038,114.67677
REGION1,SEA1D,DEMINDDSL,1,2039,115.34343
REGION1,SEA1N,DEMINDDSL,1,2039,115.34343
REGION1,SEA2D,DEMINDDSL,1,2039,115.34343
REGION1,SEA2N,DEMINDDSL,1,2039,115.34343
REGION1,SEA3D,DEMINDDSL,1,2039,115.34343
REGION1,SEA3N,DEMINDDSL,1,2039,115.34343
REGION1,SEA4D,DEMINDDSL,1,2039,115.34343
REGION1,SEA4N,DEMINDDSL,1,2039,115.34343
REGION1,SEA1D,DEMINDDSL,1,2040,116.13131
REGION1,SEA1N,DEMINDDSL,1,2040,116.13131
REGION1,SEA2D,DEMINDDSL,1,2040,116.13131
REGION1,SEA2N,DEMINDDSL,1,2040,116.13131
REGION1,SEA3D,DEMINDDSL,1,2040,116.13131
REGION1,SEA3N,DEMINDDSL,1,2040,116.13131
REGION1,SEA4D,DEMINDDSL,1,2040,116.13131
REGION1,SEA4N,DEMINDDSL,1,2040,116.13131
REGION1,SEA1D,DEMINDDSL,1,2041,115.76364
REGION1,SEA1N,DEMINDDSL,1,2041,115.76364
REGION1,SEA2D,DEMINDDSL,1,2041,115.76364
REGION1,SEA2N,DEMINDDSL,1,2041,115.76364
REGION1,SEA3D,DEMINDDSL,1,2041,115.76364
REGION1,SEA3N,DEMINDDSL,1,2041,115.76364
REGION1,SEA4D,DEMINDDSL,1,2041,115.76364
REGION1,SEA4N,DEMINDDSL,1,2041,115.76364
REGION1,SEA1D,DEMINDDSL,1,2042,116.06566
REGION1,SEA1N,DEMINDDSL,1,2042,116.06566
REGION1,SEA2D,DEMINDDSL,1,2042,116.06566
REGION1,SEA2N,DEMINDDSL,1,2042,116.06566
REGION1,SEA3D,DEMINDDSL,1,2042,116.06566
REGION1,SEA3N,DEMINDDSL,1,2042,116.06566
REGION1,SEA4D,DEMINDDSL,1,2042,116.06566
REGION1,SEA4N,DEMINDDSL,1,2042,116.06566
REGION1,SEA1D,DEMINDDSL,1,2043,116.36869
REGION1,SEA1N,DEMINDDSL,1,2043,116.36869
REGION1,SEA2D,DEMINDDSL,1,2043,116.36869
REGION1,SEA2N,DEMINDDSL,1,2043,116.36869
REGION1,SEA3D,DEMINDDSL,1,2043,116.36869
REGION1,SEA3N,DEMINDDSL,1,2043,116.36869
REGION1,SEA4D,DEMINDDSL,1,2043,116.36869
REGION1,SEA4N,DEMINDDSL,1,2043,116.36869
REGION1,SEA1D,DEMINDDSL,1,2044,116.67071
REGION1,SEA1N,DEMINDDSL,1,2044,116.67071
REGION1,SEA2D,DEMINDDSL,1,2044,116.67071
REGION1,SEA2N,DEMINDDSL,1,2044,116.67071
REGION1,SEA3D,DEMINDDSL,1,2044,116.67071
REGION1,SEA3N,DEMINDDSL,1,2044,116.67071
REGION1,SEA4D,DEMINDDSL,1,2044,116.67071
REGION1,SEA4N,DEMINDDSL,1,2044,116.67071
REGION1,SEA1D,DEMINDDSL,1,2045,116.97273
REGION1,SEA1N,DEMINDDSL,1,2045,116.97273
REGION1,SEA2D,DEMINDDSL,1,2045,116.97273
REGION1,SEA2N,DEMINDDSL,1,2045,116.97273
REGION1,SEA3D,DEMINDDSL,1,2045,116.97273
REGION1,SEA3N,DEMINDDSL,1,2045,116.97273
REGION1,SEA4D,DEMINDDSL,1,2045,116.97273
REGION1,SEA4N,DEMINDDSL,1,2045,116.97273
REGION1,SEA1D,DEMINDDSL,1,2046,117.27576
REGION1,SEA1N,DEMINDDSL,1,2046,117.27576
REGION1,SEA2D,DEMINDDSL,1,2046,117.27576
REGION1,SEA2N,DEMINDDSL,1,2046,117.27576
REGION1,SEA3D,DEMINDDSL,1,2046,117.27576
REGION1,SEA3N,DEMINDDSL,1,2046,117.27576
REGION1,SEA4D,DEMINDDSL,1,2046,117.27576
REGION1,SEA4N,DEMINDDSL,1,2046,117.27576
REGION1,SEA1D,DEMINDDSL,1,2047,117.57778
REGION1,SEA1N,DEMINDDSL,1,2047,117.57778
REGION1,SEA2D,DEMINDDSL,1,2047,117.57778
REGION1,SEA2N,DEMINDDSL,1,2047,117.57778
REGION1,SEA3D,DEMINDDSL,1,2047,117.57778
REGION1,SEA3N,DEMINDDSL,1,2047,117.57778
REGION1,SEA4D,DEMINDDSL,1,2047,117.57778
REGION1,SEA4N,DEMINDDSL,1,2047,117.57778
REGION1,SEA1D,DEMINDDSL,1,2048,117.88081
REGION1,SEA1N,DEMINDDSL,1,2048,117.88081
REGION1,SEA2D,DEMINDDSL,1,2048,117.88081
REGION1,SEA2N,DEMINDDSL,1,2048,117.88081
REGION1,SEA3D,DEMINDDSL,1,2048,117.88081
REGION1,SEA3N,DEMINDDSL,1,2048,117.88081
REGION1,SEA4D,DEMINDDSL,1,2048,117.88081
REGION1,SEA4N,DEMINDDSL,1,2048,117.88081
REGION1,SEA1D,DEMINDDSL,1,2049,118.18283
REGION1,SEA1N,DEMINDDSL,1,2049,118.18283
REGION1,SEA2D,DEMINDDSL,1,2049,118.18283
REGION1,SEA2N,DEMINDDSL,1,2049,118.18283
REGION1,SEA3D,DEMINDDSL,1,2049,118.18283
REGION1,SEA3N,DEMINDDSL,1,2049,118.18283
REGION1,SEA4D,DEMINDDSL,1,2049,118.18283
REGION1,SEA4N,DEMINDDSL,1,2049,118.18283
REGION1,SEA1D,DEMINDDSL,1,2050,118.48485
REGION1,SEA1N,DEMINDDSL,1,2050,118.48485
REGION1,SEA2D,DEMINDDSL,1,2050,118.48485
REGION1,SEA2N,DEMINDDSL,1,2050,118.48485
REGION1,SEA3D,DEMINDDSL,1,2050,118.48485
REGION1,SEA3N,DEMINDDSL,1,2050,118.48485
REGION1,SEA4D,DEMINDDSL,1,2050,118.48485
REGION1,SEA4N,DEMINDDSL,1,2050,118.48485
REGION1,SEA1D,DEMINDBIO,1,2020,161.65657
REGION1,SEA1N,DEMINDBIO,1,2020,161.65657
REGION1,SEA2D,DEMINDBIO,1,2020,161.65657
REGION1,SEA2N,DEMINDBIO,1,2020,161.65657
REGION1,SEA3D,DEMINDBIO,1,2020,161.65657
REGION1,SEA3N,DEMINDBIO,1,2020,161.65657
REGION1,SEA4D,DEMINDBIO,1,2020,161.65657
REGION1,SEA4N,DEMINDBIO,1,2020,161.65657
REGION1,SEA1D,DEMINDBIO,1,2021,162.31313
REGION1,SEA1N,DEMINDBIO,1,2021,162.31313
REGION1,SEA2D,DEMINDBIO,1,2021,162.31313
REGION1,SEA2N,DEMINDBIO,1,2021,162.31313
REGION1,SEA3D,DEMINDBIO,1,2021,162.31313
REGION1,SEA3N,DEMINDBIO,1,2021,162.31313
REGION1,SEA4D,DEMINDBIO,1,2021,162.31313
REGION1,SEA4N,DEMINDBIO,1,2021,162.31313
REGION1,SEA1D,DEMINDBIO,1,2022,162.74747
REGION1,SEA1N,DEMINDBIO,1,2022,162.74747
REGION1,SEA2D,DEMINDBIO,1,2022,162.74747
REGION1,SEA2N,DEMINDBIO,1,2022,162.74747
REGION1,SEA3D,DEMINDBIO,1,2022,162.74747
REGION1,SEA3N,DEMINDBIO,1,2022,162.74747
REGION1,SEA4D,DEMINDBIO,1,2022,162.74747
REGION1,SEA4N,DEMINDBIO,1,2022,162.74747
REGION1,SEA1D,DEMINDBIO,1,2023,163.46465
REGION1,SEA1N,DEMINDBIO,1,2023,163.46465
REGION1,SEA2D,DEMINDBIO,1,2023,163.46465
REGION1,SEA2N,DEMINDBIO,1,2023,163.46465
REGION1,SEA3D,DEMINDBIO,1,2023,163.46465
REGION1,SEA3N,DEMINDBIO,1,2023,163.46465
REGION1,SEA4D,DEMINDBIO,1,2023,163.46465
REGION1,SEA4N,DEMINDBIO,1,2023,163.46465
REGION1,SEA1D,DEMINDBIO,1,2024,164.28283
REGION1,SEA1N,DEMINDBIO,1,2024,164.28283
REGION1,SEA2D,DEMINDBIO,1,2024,164.28283
REGION1,SEA2N,DEMINDBIO,1,2024,164.28283
REGION1,SEA3D,DEMINDBIO,1,2024,164.28283
REGION1,SEA3N,DEMINDBIO,1,2024,164.28283
REGION1,SEA4D,DEMINDBIO,1,2024,164.28283
REGION1,SEA4N,DEMINDBIO,1,2024,164.28283
REGION1,SEA1D,DEMINDBIO,1,2025,163.77778
REGION1,SEA1N,DEMINDBIO,1,2025,163.77778
REGION1,SEA2D,DEMINDBIO,1,2025,163.77778
REGION1,SEA2N,DEMINDBIO,1,2025,163.77778
REGION1,SEA3D,DEMINDBIO,1,2025,163.77778
REGION1,SEA3N,DEMINDBIO,1,2025,163.77778
REGION1,SEA4D,DEMINDBIO,1,2025,163.77778
REGION1,SEA4N,DEMINDBIO,1,2025,163.77778
REGION1,SEA1D,DEMINDBIO,1,2026,163.55556
REGION1,SEA1N,DEMINDBIO,1,2026,163.55556
REGION1,SEA2D,DEMINDBIO,1,2026,163.55556
REGION1,SEA2N,DEMINDBIO,1,2026,163.55556
REGION1,SEA3D,DEMINDBIO,1,2026,163.55556
REGION1,SEA3N,DEMINDBIO,1,2026,163.55556
REGION1,SEA4D,DEMINDBIO,1,2026,163.55556
REGION1,SEA4N,DEMINDBIO,1,2026,163.55556
REGION1,SEA1D,DEMINDBIO,1,2027,163.45455
REGION1,SEA1N,DEMINDBIO,1,2027,163.45455
REGION1,SEA2D,DEMINDBIO,1,2027,163.45455
REGION1,SEA2N,DEMINDBIO,1,2027,163.45455
REGION1,SEA3D,DEMINDBIO,1,2027,163.45455
REGION1,SEA3N,DEMINDBIO,1,2027,163.45455
REGION1,SEA4D,DEMINDBIO,1,2027,163.45455
REGION1,SEA4N,DEMINDBIO,1,2027,163.45455
REGION1,SEA1D,DEMINDBIO,1,2028,163.31313
REGION1,SEA1N,DEMINDBIO,1,2028,163.31313
REGION1,SEA2D,DEMINDBIO,1,2028,163.31313
REGION1,SEA2N,DEMINDBIO,1,2028,163.31313
REGION1,SEA3D,DEMINDBIO,1,2028,163.31313
REGION1,SEA3N,DEMINDBIO,1,2028,163.31313
REGION1,SEA4D,DEMINDBIO,1,2028,163.31313
REGION1,SEA4N,DEMINDBIO,1,2028,163.31313
REGION1,SEA1D,DEMINDBIO,1,2029,162.70707
REGION1,SEA1N,DEMINDBIO,1,2029,162.70707
REGION1,SEA2D,DEMINDBIO,1,2029,162.70707
REGION1,SEA2N,DEMINDBIO,1,2029,162.70707
REGION1,SEA3D,DEMINDBIO,1,2029,162.70707
REGION1,SEA3N,DEMINDBIO,1,2029,162.70707
REGION1,SEA4D,DEMINDBIO,1,2029,162.70707
REGION1,SEA4N,DEMINDBIO,1,2029,162.70707
REGION1,SEA1D,DEMINDBIO,1,2030,161.92929
REGION1,SEA1N,DEMINDBIO,1,2030,161.92929
REGION1,SEA2D,DEMINDBIO,1,2030,161.92929
REGION1,SEA2N,DEMINDBIO,1,2030,161.92929
REGION1,SEA3D,DEMINDBIO,1,2030,161.92929
REGION1,SEA3N,DEMINDBIO,1,2030,161.92929
REGION1,SEA4D,DEMINDBIO,1,2030,161.92929
REGION1,SEA4N,DEMINDBIO,1,2030,161.92929
REGION1,SEA1D,DEMINDBIO,1,2031,160.92929
REGION1,SEA1N,DEMINDBIO,1,2031,160.92929
REGION1,SEA2D,DEMINDBIO,1,2031,160.92929
REGION1,SEA2N,DEMINDBIO,1,2031,160.92929
REGION1,SEA3D,DEMINDBIO,1,2031,160.92929
REGION1,SEA3N,DEMINDBIO,1,2031,160.92929
REGION1,SEA4D,DEMINDBIO,1,2031,160.92929
REGION1,SEA4N,DEMINDBIO,1,2031,160.92929
REGION1,SEA1D,DEMINDBIO,1,2032,159.77778
REGION1,SEA1N,DEMINDBIO,1,2032,159.77778
REGION1,SEA2D,DEMINDBIO,1,2032,159.77778
REGION1,SEA2N,DEMINDBIO,1,2032,159.77778
REGION1,SEA3D,DEMINDBIO,1,2032,159.77778
REGION1,SEA3N,DEMINDBIO,1,2032,159.77778
REGION1,SEA4D,DEMINDBIO,1,2032,159.77778
REGION1,SEA4N,DEMINDBIO,1,2032,159.77778
REGION1,SEA1D,DEMINDBIO,1,2033,158.48485
REGION1,SEA1N,DEMINDBIO,1,2033,158.48485
REGION1,SEA2D,DEMINDBIO,1,2033,158.48485
REGION1,SEA2N,DEMINDBIO,1,2033,158.48485
REGION1,SEA3D,DEMINDBIO,1,2033,158.48485
REGION1,SEA3N,DEMINDBIO,1,2033,158.48485
REGION1,SEA4D,DEMINDBIO,1,2033,158.48485
REGION1,SEA4N,DEMINDBIO,1,2033,158.48485
REGION1,SEA1D,DEMINDBIO,1,2034,156.9596
REGION1,SEA1N,DEMINDBIO,1,2034,156.9596
REGION1,SEA2D,DEMINDBIO,1,2034,156.9596
REGION1,SEA2N,DEMINDBIO,1,2034,156.9596
REGION1,SEA3D,DEMINDBIO,1,2034,156.9596
REGION1,SEA3N,DEMINDBIO,1,2034,156.9596
REGION1,SEA4D,DEMINDBIO,1,2034,156.9596
REGION1,SEA4N,DEMINDBIO,1,2034,156.9596
REGION1,SEA1D,DEMINDBIO,1,2035,155.65657
REGION1,SEA1N,DEMINDBIO,1,2035,155.65657
REGION1,SEA2D,DEMINDBIO,1,2035,155.65657
REGION1,SEA2N,DEMINDBIO,1,2035,155.65657
REGION1,SEA3D,DEMINDBIO,1,2035,155.65657
REGION1,SEA3N,DEMINDBIO,1,2035,155.65657
REGION1,SEA4D,DEMINDBIO,1,2035,155.65657
REGION1,SEA4N,DEMINDBIO,1,2035,155.65657
REGION1,SEA1D,DEMINDBIO,1,2036,154.32323
REGION1,SEA1N,DEMINDBIO,1,2036,154.32323
REGION1,SEA2D,DEMINDBIO,1,2036,154.32323
REGION1,SEA2N,DEMINDBIO,1,2036,154.32323
REGION1,SEA3D,DEMINDBIO,1,2036,154.32323
REGION1,SEA3N,DEMINDBIO,1,2036,154.32323
REGION1,SEA4D,DEMINDBIO,1,2036,154.32323
REGION1,SEA4N,DEMINDBIO,1,2036,154.32323
REGION1,SEA1D,DEMINDBIO,1,2037,153.0
REGION1,SEA1N,DEMINDBIO,1,2037,153.0
REGION1,SEA2D,DEMINDBIO,1,2037,153.0
REGION1,SEA2N,DEMINDBIO,1,2037,153.0
REGION1,SEA3D,DEMINDBIO,1,2037,153.0
REGION1,SEA3N,DEMINDBIO,1,2037,153.0
REGION1,SEA4D,DEMINDBIO,1,2037,153.0
REGION1,SEA4N,DEMINDBIO,1,2037,153.0
REGION1,SEA1D,DEMINDBIO,1,2038,151.72727
REGION1,SEA1N,DEMINDBIO,1,2038,151.72727
REGION1,SEA2D,DEMINDBIO,1,2038,151.72727
REGION1,SEA2N,DEMINDBIO,1,2038,151.72727
REGION1,SEA3D,DEMINDBIO,1,2038,151.72727
REGION1,SEA3N,DEMINDBIO,1,2038,151.72727
REGION1,SEA4D,DEMINDBIO,1,2038,151.72727
REGION1,SEA4N,DEMINDBIO,1,2038,151.72727
REGION1,SEA1D,DEMINDBIO,1,2039,150.52525
REGION1,SEA1N,DEMINDBIO,1,2039,150.52525
REGION1,SEA2D,DEMINDBIO,1,2039,150.52525
REGION1,SEA2N,DEMINDBIO,1,2039,150.52525
REGION1,SEA3D,DEMINDBIO,1,2039,150.52525
REGION1,SEA3N,DEMINDBIO,1,2039,150.52525
REGION1,SEA4D,DEMINDBIO,1,2039,150.52525
REGION1,SEA4N,DEMINDBIO,1,2039,150.52525
REGION1,SEA1D,DEMINDBIO,1,2040,149.36364
REGION1,SEA1N,DEMINDBIO,1,2040,149.36364
REGION1,SEA2D,DEMINDBIO,1,2040,149.36364
REGION1,SEA2N,DEMINDBIO,1,2040,149.36364
REGION1,SEA3D,DEMINDBIO,1,2040,149.36364
REGION1,SEA3N,DEMINDBIO,1,2040,149.36364
REGION1,SEA4D,DEMINDBIO,1,2040,149.36364
REGION1,SEA4N,DEMINDBIO,1,2040,149.36364
REGION1,SEA1D,DEMINDBIO,1,2041,148.86061
REGION1,SEA1N,DEMINDBIO,1,2041,148.86061
REGION1,SEA2D,DEMINDBIO,1,2041,148.86061
REGION1,SEA2N,DEMINDBIO,1,2041,148.86061
REGION1,SEA3D,DEMINDBIO,1,2041,148.86061
REGION1,SEA3N,DEMINDBIO,1,2041,148.86061
REGION1,SEA4D,DEMINDBIO,1,2041,148.86061
REGION1,SEA4N,DEMINDBIO,1,2041,148.86061
REGION1,SEA1D,DEMINDBIO,1,2042,147.75455
REGION1,SEA1N,DEMINDBIO,1,2042,147.75455
REGION1,SEA2D,DEMINDBIO,1,2042,147.75455
REGION1,SEA2N,DEMINDBIO,1,2042,147.75455
REGION1,SEA3D,DEMINDBIO,1,2042,147.75455
REGION1,SEA3N,DEMINDBIO,1,2042,147.75455
REGION1,SEA4D,DEMINDBIO,1,2042,147.75455
REGION1,SEA4N,DEMINDBIO,1,2042,147.75455
REGION1,SEA1D,DEMINDBIO,1,2043,146.64747
REGION1,SEA1N,DEMINDBIO,1,2043,146.64747
REGION1,SEA2D,DEMINDBIO,1,2043,146.64747
REGION1,SEA2N,DEMINDBIO,1,2043,146.64747
REGION1,SEA3D,DEMINDBIO,1,2043,146.64747
REGION1,SEA3N,DEMINDBIO,1,2043,146.64747
REGION1,SEA4D,DEMINDBIO,1,2043,146.64747
REGION1,SEA4N,DEMINDBIO,1,2043,146.64747
REGION1,SEA1D,DEMINDBIO,1,2044,145.5404
REGION1,SEA1N,DEMINDBIO,1,2044,145.5404
REGION1,SEA2D,DEMINDBIO,1,2044,145.5404
REGION1,SEA2N,DEMINDBIO,1,2044,145.5404
REGION1,SEA3D,DEMINDBIO,1,2044,145.5404
REGION1,SEA3N,DEMINDBIO,1,2044,145.5404
REGION1,SEA4D,DEMINDBIO,1,2044,145.5404
REGION1,SEA4N,DEMINDBIO,1,2044,145.5404
REGION1,SEA1D,DEMINDBIO,1,2045,144.43434
REGION1,SEA1N,DEMINDBIO,1,2045,144.43434
REGION1,SEA2D,DEMINDBIO,1,2045,144.43434
REGION1,SEA2N,DEMINDBIO,1,2045,144.43434
REGION1,SEA3D,DEMINDBIO,1,2045,144.43434
REGION1,SEA3N,DEMINDBIO,1,2045,144.43434
REGION1,SEA4D,DEMINDBIO,1,2045,144.43434
REGION1,SEA4N,DEMINDBIO,1,2045,144.43434
REGION1,SEA1D,DEMINDBIO,1,2046,143.32727
REGION1,SEA1N,DEMINDBIO,1,2046,143.32727
REGION1,SEA2D,DEMINDBIO,1,2046,143.32727
REGION1,SEA2N,DEMINDBIO,1,2046,143.32727
REGION1,SEA3D,DEMINDBIO,1,2046,143.32727
REGION1,SEA3N,DEMINDBIO,1,2046,143.32727
REGION1,SEA4D,DEMINDBIO,1,2046,143.32727
