REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,DEMINDDSL,1,2020,108.46
REGION1,DEMINDDSL,1,2021,108.13
REGION1,DEMINDDSL,1,2022,107.38
REGION1,DEMINDDSL,1,2023,106.95
REGION1,DEMINDDSL,1,2024,107.33
REGION1,DEMINDDSL,1,2025,108.15
REGION1,DEMINDDSL,1,2026,109.45
REGION1,DEMINDDSL,1,2027,110.63
REGION1,DEMINDDSL,1,2028,111.27
REGION1,DEMINDDSL,1,2029,111.29
REGION1,DEMINDDSL,1,2030,111.38
REGION1,DEMINDDSL,1,2031,111.65
REGION1,DEMINDDSL,1,2032,112.12
REGION1,DEMINDDSL,1,2033,112.25
REGION1,DEMINDDSL,1,2034,112.31
REGION1,DEMINDDSL,1,2035,112.44
REGION1,DEMINDDSL,1,2036,112.66
REGION1,DEMINDDSL,1,2037,113.02
REGION1,DEMINDDSL,1,2038,113.53
REGION1,DEMINDDSL,1,2039,114.19
REGION1,DEMINDDSL,1,2040,114.97
REGION1,DEMINDDSL,1,2041,114.606
REGION1,DEMINDDSL,1,2042,114.905
REGION1,DEMINDDSL,1,2043,115.205
REGION1,DEMINDDSL,1,2044,115.504
REGION1,DEMINDDSL,1,2045,115.803
REGION1,DEMINDDSL,1,2046,116.103
REGION1,DEMINDDSL,1,2047,116.402
REGION1,DEMINDDSL,1,2048,116.702
REGION1,DEMINDDSL,1,2049,117.001
REGION1,DEMINDDSL,1,2050,117.3
REGION1,DEMINDBIO,1,2020,160.04
REGION1,DEMINDBIO,1,2021,160.69
REGION1,DEMINDBIO,1,2022,161.12
REGION1,DEMINDBIO,1,2023,161.83
REGION1,DEMINDBIO,1,2024,162.64
REGION1,DEMINDBIO,1,2025,162.14
REGION1,DEMINDBIO,1,2026,161.92
REGION1,DEMINDBIO,1,2027,161.82
REGION1,DEMINDBIO,1,2028,161.68
REGION1,DEMINDBIO,1,2029,161.08
REGION1,DEMINDBIO,1,2030,160.31
REGION1,DEMINDBIO,1,2031,159.32
REGION1,DEMINDBIO,1,2032,158.18
REGION1,DEMINDBIO,1,2033,156.9
REGION1,DEMINDBIO,1,2034,155.39
REGION1,DEMINDBIO,1,2035,154.1
REGION1,DEMINDBIO,1,2036,152.78
REGION1,DEMINDBIO,1,2037,151.47
REGION1,DEMINDBIO,1,2038,150.21
REGION1,DEMINDBIO,1,2039,149.02
REGION1,DEMINDBIO,1,2040,147.87
REGION1,DEMINDBIO,1,2041,147.372
REGION1,DEMINDBIO,1,2042,146.277
REGION1,DEMINDBIO,1,2043,145.181
REGION1,DEMINDBIO,1,2044,144.085
REGION1,DEMINDBIO,1,2045,142.99
REGION1,DEMINDBIO,1,2046,141.894
REGION1,DEMINDBIO,1,2047,140.799
REGION1,DEMINDBIO,1,2048,139.703
REGION1,DEMINDBIO,1,2049,138.608
REGION1,DEMINDBIO,1,2050,137.512
REGION1,DEMINDNGS,1,2020,224.86
REGION1,DEMINDNGS,1,2021,219.32
REGION1,DEMINDNGS,1,2022,213.92
REGION1,DEMINDNGS,1,2023,211.63
REGION1,DEMINDNGS,1,2024,221.34
REGION1,DEMINDNGS,1,2025,242.83
REGION1,DEMINDNGS,1,2026,275.13
REGION1,DEMINDNGS,1,2027,283.17
REGION1,DEMINDNGS,1,2028,284.61
REGION1,DEMINDNGS,1,2029,286.56
REGION1,DEMINDNGS,1,2030,304.7
REGION1,DEMINDNGS,1,2031,330.46
REGION1,DEMINDNGS,1,2032,346.53
REGION1,DEMINDNGS,1,2033,345.33
REGION1,DEMINDNGS,1,2034,344.45
REGION1,DEMINDNGS,1,2035,344.61
REGION1,DEMINDNGS,1,2036,344.59
REGION1,DEMINDNGS,1,2037,344.24
REGION1,DEMINDNGS,1,2038,344.23
REGION1,DEMINDNGS,1,2039,344.49
REGION1,DEMINDNGS,1,2040,344.82
REGION1,DEMINDNGS,1,2041,368.255
REGION1,DEMINDNGS,1,2042,373.721
REGION1,DEMINDNGS,1,2043,379.187
REGION1,DEMINDNGS,1,2044,384.653
REGION1,DEMINDNGS,1,2045,390.119
REGION1,DEMINDNGS,1,2046,395.585
REGION1,DEMINDNGS,1,2047,401.051
REGION1,DEMINDNGS,1,2048,406.517
REGION1,DEMINDNGS,1,2049,411.983
REGION1,DEMINDNGS,1,2050,417.449
REGION1,DEMINDELCB02,1,2020,101.14
REGION1,DEMINDELCB02,1,2021,101.4
REGION1,DEMINDELCB02,1,2022,101.77
REGION1,DEMINDELCB02,1,2023,102.35
REGION1,DEMINDELCB02,1,2024,104.08
REGION1,DEMINDELCB02,1,2025,106.19
REGION1,DEMINDELCB02,1,2026,109.61
REGION1,DEMINDELCB02,1,2027,109.57
REGION1,DEMINDELCB02,1,2028,109.11
REGION1,DEMINDELCB02,1,2029,108.5
REGION1,DEMINDELCB02,1,2030,109.62
REGION1,DEMINDELCB02,1,2031,111.38
REGION1,DEMINDELCB02,1,2032,112.96
REGION1,DEMINDELCB02,1,2033,112.41
REGION1,DEMINDELCB02,1,2034,111.31
REGION1,DEMINDELCB02,1,2035,110.38
REGION1,DEMINDELCB02,1,2036,109.55
REGION1,DEMINDELCB02,1,2037,108.83
REGION1,DEMINDELCB02,1,2038,108.34
REGION1,DEMINDELCB02,1,2039,107.86
REGION1,DEMINDELCB02,1,2040,107.38
REGION1,DEMINDELCB02,1,2041,107.38
REGION1,DEMINDELCB02,1,2042,106.943
REGION1,DEMINDELCB02,1,2043,106.507
REGION1,DEMINDELCB02,1,2044,106.07
REGION1,DEMINDELCB02,1,2045,105.633
REGION1,DEMINDELCB02,1,2046,105.196
REGION1,DEMINDELCB02,1,2047,104.759
REGION1,DEMINDELCB02,1,2048,104.322
REGION1,DEMINDELCB02,1,2049,103.885
REGION1,DEMINDELCB02,1,2050,103.448
REGION1,DEMRESKER,1,2020,0.84
REGION1,DEMRESKER,1,2021,0.85
REGION1,DEMRESKER,1,2022,0.86
REGION1,DEMRESKER,1,2023,0.87
REGION1,DEMRESKER,1,2024,0.87
REGION1,DEMRESKER,1,2025,0.87
REGION1,DEMRESKER,1,2026,0.88
REGION1,DEMRESKER,1,2027,0.88
REGION1,DEMRESKER,1,2028,0.88
REGION1,DEMRESKER,1,2029,0.88
REGION1,DEMRESKER,1,2030,0.88
REGION1,DEMRESKER,1,2031,0.88
REGION1,DEMRESKER,1,2032,0.88
REGION1,DEMRESKER,1,2033,0.88
REGION1,DEMRESKER,1,2034,0.88
REGION1,DEMRESKER,1,2035,0.88
REGION1,DEMRESKER,1,2036,0.88
REGION1,DEMRESKER,1,2037,0.87
REGION1,DEMRESKER,1,2038,0.87
REGION1,DEMRESKER,1,2039,0.87
REGION1,DEMRESKER,1,2040,0.86
REGION1,DEMRESBIO,1,2020,12.98
REGION1,DEMRESBIO,1,2021,13.23
REGION1,DEMRESBIO,1,2022,13.45
REGION1,DEMRESBIO,1,2023,13.72
REGION1,DEMRESBIO,1,2024,14.0
REGION1,DEMRESBIO,1,2025,14.26
REGION1,DEMRESBIO,1,2026,14.51
REGION1,DEMRESBIO,1,2027,14.72
REGION1,DEMRESBIO,1,2028,14.94
REGION1,DEMRESBIO,1,2029,15.14
REGION1,DEMRESBIO,1,2030,15.29
REGION1,DEMRESBIO,1,2031,15.44
REGION1,DEMRESBIO,1,2032,15.59
REGION1,DEMRESBIO,1,2033,15.7
REGION1,DEMRESBIO,1,2034,15.82
REGION1,DEMRESBIO,1,2035,15.91
REGION1,DEMRESBIO,1,2036,15.96
REGION1,DEMRESBIO,1,2037,15.99
REGION1,DEMRESBIO,1,2038,16.0
REGION1,DEMRESBIO,1,2039,15.98
REGION1,DEMRESBIO,1,2040,15.96
REGION1,DEMRESBIO,1,2041,15.906
REGION1,DEMRESBIO,1,2042,15.99
REGION1,DEMRESBIO,1,2043,16.075
REGION1,DEMRESBIO,1,2044,16.16
REGION1,DEMRESBIO,1,2045,16.244
REGION1,DEMRESBIO,1,2046,16.329
REGION1,DEMRESBIO,1,2047,16.413
REGION1,DEMRESBIO,1,2048,16.498
REGION1,DEMRESBIO,1,2049,16.583
REGION1,DEMRESBIO,1,2050,16.667
REGION1,DEMRESNGS,1,2020,81.96
REGION1,DEMRESNGS,1,2021,83.29
REGION1,DEMRESNGS,1,2022,84.55
REGION1,DEMRESNGS,1,2023,86.07
REGION1,DEMRESNGS,1,2024,87.65
REGION1,DEMRESNGS,1,2025,89.07
REGION1,DEMRESNGS,1,2026,90.33
REGION1,DEMRESNGS,1,2027,91.4
REGION1,DEMRESNGS,1,2028,92.48
REGION1,DEMRESNGS,1,2029,93.38
REGION1,DEMRESNGS,1,2030,94.07
REGION1,DEMRESNGS,1,2031,94.8
REGION1,DEMRESNGS,1,2032,95.51
REGION1,DEMRESNGS,1,2033,96.01
REGION1,DEMRESNGS,1,2034,96.57
REGION1,DEMRESNGS,1,2035,96.96
REGION1,DEMRESNGS,1,2036,97.2
REGION1,DEMRESNGS,1,2037,97.34
REGION1,DEMRESNGS,1,2038,97.35
REGION1,DEMRESNGS,1,2039,97.29
REGION1,DEMRESNGS,1,2040,97.17
REGION1,DEMRESNGS,1,2041,99.505
REGION1,DEMRESNGS,1,2042,100.195
REGION1,DEMRESNGS,1,2043,100.884
REGION1,DEMRESNGS,1,2044,101.574
REGION1,DEMRESNGS,1,2045,102.263
REGION1,DEMRESNGS,1,2046,102.952
REGION1,DEMRESNGS,1,2047,103.642
REGION1,DEMRESNGS,1,2048,104.331
REGION1,DEMRESNGS,1,2049,105.021
REGION1,DEMRESNGS,1,2050,105.71
REGION1,DEMRESELCB02,1,2020,74.47
REGION1,DEMRESELCB02,1,2021,76.13
REGION1,DEMRESELCB02,1,2022,77.71
REGION1,DEMRESELCB02,1,2023,79.46
REGION1,DEMRESELCB02,1,2024,81.07
REGION1,DEMRESELCB02,1,2025,82.68
REGION1,DEMRESELCB02,1,2026,84.2
REGION1,DEMRESELCB02,1,2027,85.56
REGION1,DEMRESELCB02,1,2028,86.57
REGION1,DEMRESELCB02,1,2029,87.5
REGION1,DEMRESELCB02,1,2030,88.43
REGION1,DEMRESELCB02,1,2031,89.21
REGION1,DEMRESELCB02,1,2032,90.0
REGION1,DEMRESELCB02,1,2033,90.91
REGION1,DEMRESELCB02,1,2034,91.5
REGION1,DEMRESELCB02,1,2035,92.02
REGION1,DEMRESELCB02,1,2036,92.5
REGION1,DEMRESELCB02,1,2037,92.97
REGION1,DEMRESELCB02,1,2038,93.49
REGION1,DEMRESELCB02,1,2039,93.98
REGION1,DEMRESELCB02,1,2040,94.42
REGION1,DEMRESELCB02,1,2041,95.291
REGION1,DEMRESELCB02,1,2042,95.879
REGION1,DEMRESELCB02,1,2043,96.466
REGION1,DEMRESELCB02,1,2044,97.053
REGION1,DEMRESELCB02,1,2045,97.641
REGION1,DEMRESELCB02,1,2046,98.228
REGION1,DEMRESELCB02,1,2047,98.816
REGION1,DEMRESELCB02,1,2048,99.403
REGION1,DEMRESELCB02,1,2049,99.991
REGION1,DEMRESELCB02,1,2050,100.578
REGION1,DEMCOMKER,1,2020,10.57
REGION1,DEMCOMKER,1,2021,10.8
REGION1,DEMCOMKER,1,2022,11.0
REGION1,DEMCOMKER,1,2023,11.17
REGION1,DEMCOMKER,1,2024,11.33
REGION1,DEMCOMKER,1,2025,11.48
REGION1,DEMCOMKER,1,2026,11.65
REGION1,DEMCOMKER,1,2027,11.83
REGION1,DEMCOMKER,1,2028,12.03
REGION1,DEMCOMKER,1,2029,12.23
REGION1,DEMCOMKER,1,2030,12.41
REGION1,DEMCOMKER,1,2031,12.57
REGION1,DEMCOMKER,1,2032,12.73
REGION1,DEMCOMKER,1,2033,12.87
REGION1,DEMCOMKER,1,2034,13.02
REGION1,DEMCOMKER,1,2035,13.16
REGION1,DEMCOMKER,1,2036,13.29
REGION1,DEMCOMKER,1,2037,13.4
REGION1,DEMCOMKER,1,2038,13.51
REGION1,DEMCOMKER,1,2039,13.6
REGION1,DEMCOMKER,1,2040,13.7
REGION1,DEMCOMKER,1,2041,14.196
REGION1,DEMCOMKER,1,2042,14.384
REGION1,DEMCOMKER,1,2043,14.573
REGION1,DEMCOMKER,1,2044,14.761
REGION1,DEMCOMKER,1,2045,14.949
REGION1,DEMCOMKER,1,2046,15.137
REGION1,DEMCOMKER,1,2047,15.325
REGION1,DEMCOMKER,1,2048,15.513
REGION1,DEMCOMKER,1,2049,15.701
REGION1,DEMCOMKER,1,2050,15.89
REGION1,DEMCOMBIO,1,2020,0.12
REGION1,DEMCOMBIO,1,2021,0.17
REGION1,DEMCOMBIO,1,2022,0.22
REGION1,DEMCOMBIO,1,2023,0.26
REGION1,DEMCOMBIO,1,2024,0.31
REGION1,DEMCOMBIO,1,2025,0.35
REGION1,DEMCOMBIO,1,2026,0.4
REGION1,DEMCOMBIO,1,2027,0.45
REGION1,DEMCOMBIO,1,2028,0.49
REGION1,DEMCOMBIO,1,2029,0.54
REGION1,DEMCOMBIO,1,2030,0.58
REGION1,DEMCOMBIO,1,2031,0.63
REGION1,DEMCOMBIO,1,2032,0.67
REGION1,DEMCOMBIO,1,2033,0.71
REGION1,DEMCOMBIO,1,2034,0.75
REGION1,DEMCOMBIO,1,2035,0.79
REGION1,DEMCOMBIO,1,2036,0.83
REGION1,DEMCOMBIO,1,2037,0.86
REGION1,DEMCOMBIO,1,2038,0.9
REGION1,DEMCOMBIO,1,2039,0.93
REGION1,DEMCOMBIO,1,2040,0.97
REGION1,DEMCOMBIO,1,2041,0.915
REGION1,DEMCOMBIO,1,2042,0.947
REGION1,DEMCOMBIO,1,2043,0.978
REGION1,DEMCOMBIO,1,2044,1.009
REGION1,DEMCOMBIO,1,2045,1.041
REGION1,DEMCOMBIO,1,2046,1.072
REGION1,DEMCOMBIO,1,2047,1.104
REGION1,DEMCOMBIO,1,2048,1.135
REGION1,DEMCOMBIO,1,2049,1.167
REGION1,DEMCOMBIO,1,2050,1.198
REGION1,DEMCOMNGS,1,2020,84.05
REGION1,DEMCOMNGS,1,2021,84.1
REGION1,DEMCOMNGS,1,2022,84.04
REGION1,DEMCOMNGS,1,2023,84.11
REGION1,DEMCOMNGS,1,2024,84.63
REGION1,DEMCOMNGS,1,2025,85.66
REGION1,DEMCOMNGS,1,2026,87.17
REGION1,DEMCOMNGS,1,2027,88.55
REGION1,DEMCOMNGS,1,2028,89.37
REGION1,DEMCOMNGS,1,2029,90.42
REGION1,DEMCOMNGS,1,2030,91.68
REGION1,DEMCOMNGS,1,2031,93.23
REGION1,DEMCOMNGS,1,2032,94.27
REGION1,DEMCOMNGS,1,2033,94.98
REGION1,DEMCOMNGS,1,2034,95.63
REGION1,DEMCOMNGS,1,2035,96.34
REGION1,DEMCOMNGS,1,2036,96.95
REGION1,DEMCOMNGS,1,2037,97.44
REGION1,DEMCOMNGS,1,2038,97.93
REGION1,DEMCOMNGS,1,2039,98.42
REGION1,DEMCOMNGS,1,2040,98.92
REGION1,DEMCOMNGS,1,2041,102.236
REGION1,DEMCOMNGS,1,2042,103.262
REGION1,DEMCOMNGS,1,2043,104.288
REGION1,DEMCOMNGS,1,2044,105.313
REGION1,DEMCOMNGS,1,2045,106.339
REGION1,DEMCOMNGS,1,2046,107.364
REGION1,DEMCOMNGS,1,2047,108.39
REGION1,DEMCOMNGS,1,2048,109.415
REGION1,DEMCOMNGS,1,2049,110.441
REGION1,DEMCOMNGS,1,2050,111.467
REGION1,DEMCOMELCB02,1,2020,57.0
REGION1,DEMCOMELCB02,1,2021,58.29
REGION1,DEMCOMELCB02,1,2022,59.36
REGION1,DEMCOMELCB02,1,2023,60.24
REGION1,DEMCOMELCB02,1,2024,60.96
REGION1,DEMCOMELCB02,1,2025,61.69
REGION1,DEMCOMELCB02,1,2026,62.53
REGION1,DEMCOMELCB02,1,2027,63.4
REGION1,DEMCOMELCB02,1,2028,64.11
REGION1,DEMCOMELCB02,1,2029,64.88
REGION1,DEMCOMELCB02,1,2030,65.62
REGION1,DEMCOMELCB02,1,2031,66.18
REGION1,DEMCOMELCB02,1,2032,66.73
REGION1,DEMCOMELCB02,1,2033,67.41
REGION1,DEMCOMELCB02,1,2034,67.85
REGION1,DEMCOMELCB02,1,2035,68.27
REGION1,DEMCOMELCB02,1,2036,68.69
REGION1,DEMCOMELCB02,1,2037,69.07
REGION1,DEMCOMELCB02,1,2038,69.54
REGION1,DEMCOMELCB02,1,2039,69.96
REGION1,DEMCOMELCB02,1,2040,70.4
REGION1,DEMCOMELCB02,1,2041,70.971
REGION1,DEMCOMELCB02,1,2042,71.441
REGION1,DEMCOMELCB02,1,2043,71.91
REGION1,DEMCOMELCB02,1,2044,72.379
REGION1,DEMCOMELCB02,1,2045,72.848
REGION1,DEMCOMELCB02,1,2046,73.317
REGION1,DEMCOMELCB02,1,2047,73.787
REGION1,DEMCOMELCB02,1,2048,74.256
REGION1,DEMCOMELCB02,1,2049,74.725
REGION1,DEMCOMELCB02,1,2050,75.194
REGION1,DEMAGRDSL,1,2020,14.88
REGION1,DEMAGRDSL,1,2021,15.618
REGION1,DEMAGRDSL,1,2022,16.267
REGION1,DEMAGRDSL,1,2023,16.652
REGION1,DEMAGRDSL,1,2024,17.594
REGION1,DEMAGRDSL,1,2025,18.141
REGION1,DEMAGRDSL,1,2026,18.766
REGION1,DEMAGRDSL,1,2027,19.43
REGION1,DEMAGRDSL,1,2028,20.135
REGION1,DEMAGRDSL,1,2029,20.724
REGION1,DEMAGRDSL,1,2030,21.4
REGION1,DEMAGRDSL,1,2031,22.06
REGION1,DEMAGRDSL,1,2032,22.707
REGION1,DEMAGRDSL,1,2033,23.349
REGION1,DEMAGRDSL,1,2034,24.015
REGION1,DEMAGRDSL,1,2035,24.662
REGION1,DEMAGRDSL,1,2036,25.313
REGION1,DEMAGRDSL,1,2037,25.966
REGION1,DEMAGRDSL,1,2038,26.621
REGION1,DEMAGRDSL,1,2039,27.27
REGION1,DEMAGRDSL,1,2040,27.924
REGION1,DEMAGRDSL,1,2041,28.576
REGION1,DEMAGRDSL,1,2042,29.228
REGION1,DEMAGRDSL,1,2043,29.88
REGION1,DEMAGRDSL,1,2044,30.533
REGION1,DEMAGRDSL,1,2045,31.185
REGION1,DEMAGRDSL,1,2046,31.837
REGION1,DEMAGRDSL,1,2047,32.49
REGION1,DEMAGRDSL,1,2048,33.142
REGION1,DEMAGRDSL,1,2049,33.794
REGION1,DEMAGRDSL,1,2050,34.447
REGION1,DEMTRAGSL,1,2020,153.58
REGION1,DEMTRAGSL,1,2021,150.89
REGION1,DEMTRAGSL,1,2022,148.2
REGION1,DEMTRAGSL,1,2023,145.36
REGION1,DEMTRAGSL,1,2024,142.73
REGION1,DEMTRAGSL,1,2025,140.26
REGION1,DEMTRAGSL,1,2026,138.06
REGION1,DEMTRAGSL,1,2027,135.99
REGION1,DEMTRAGSL,1,2028,133.81
REGION1,DEMTRAGSL,1,2029,131.41
REGION1,DEMTRAGSL,1,2030,129.0
REGION1,DEMTRAGSL,1,2031,126.44
REGION1,DEMTRAGSL,1,2032,123.86
REGION1,DEMTRAGSL,1,2033,120.91
REGION1,DEMTRAGSL,1,2034,117.76
REGION1,DEMTRAGSL,1,2035,114.46
REGION1,DEMTRAGSL,1,2036,111.02
REGION1,DEMTRAGSL,1,2037,107.49
REGION1,DEMTRAGSL,1,2038,103.88
REGION1,DEMTRAGSL,1,2039,100.22
REGION1,DEMTRAGSL,1,2040,96.6
REGION1,DEMTRAGSL,1,2041,95.561
REGION1,DEMTRAGSL,1,2042,92.581
REGION1,DEMTRAGSL,1,2043,89.602
REGION1,DEMTRAGSL,1,2044,86.623
REGION1,DEMTRAGSL,1,2045,83.644
REGION1,DEMTRAGSL,1,2046,80.665
REGION1,DEMTRAGSL,1,2047,77.686
REGION1,DEMTRAGSL,1,2048,74.706
REGION1,DEMTRAGSL,1,2049,71.727
REGION1,DEMTRAGSL,1,2050,68.748
REGION1,DEMTRADSL,1,2020,98.81
REGION1,DEMTRADSL,1,2021,97.58
REGION1,DEMTRADSL,1,2022,96.06
REGION1,DEMTRADSL,1,2023,94.79
REGION1,DEMTRADSL,1,2024,93.85
REGION1,DEMTRADSL,1,2025,93.41
REGION1,DEMTRADSL,1,2026,93.19
REGION1,DEMTRADSL,1,2027,93.07
REGION1,DEMTRADSL,1,2028,92.45
REGION1,DEMTRADSL,1,2029,91.89
REGION1,DEMTRADSL,1,2030,91.47
REGION1,DEMTRADSL,1,2031,91.0
REGION1,DEMTRADSL,1,2032,90.19
REGION1,DEMTRADSL,1,2033,89.62
REGION1,DEMTRADSL,1,2034,88.96
REGION1,DEMTRADSL,1,2035,88.29
REGION1,DEMTRADSL,1,2036,87.06
REGION1,DEMTRADSL,1,2037,86.44
REGION1,DEMTRADSL,1,2038,85.86
REGION1,DEMTRADSL,1,2039,85.32
REGION1,DEMTRADSL,1,2040,84.86
REGION1,DEMTRADSL,1,2041,84.184
REGION1,DEMTRADSL,1,2042,83.544
REGION1,DEMTRADSL,1,2043,82.903
REGION1,DEMTRADSL,1,2044,82.262
REGION1,DEMTRADSL,1,2045,81.621
REGION1,DEMTRADSL,1,2046,80.98
REGION1,DEMTRADSL,1,2047,80.339
REGION1,DEMTRADSL,1,2048,79.698
REGION1,DEMTRADSL,1,2049,79.058
REGION1,DEMTRADSL,1,2050,78.417
REGION1,DEMTRAHFO,1,2020,10.69
REGION1,DEMTRAHFO,1,2021,10.45
REGION1,DEMTRAHFO,1,2022,10.2
REGION1,DEMTRAHFO,1,2023,9.96
REGION1,DEMTRAHFO,1,2024,9.75
REGION1,DEMTRAHFO,1,2025,9.59
REGION1,DEMTRAHFO,1,2026,9.45
REGION1,DEMTRAHFO,1,2027,9.33
REGION1,DEMTRAHFO,1,2028,9.2
REGION1,DEMTRAHFO,1,2029,9.06
REGION1,DEMTRAHFO,1,2030,8.93
REGION1,DEMTRAHFO,1,2031,8.81
REGION1,DEMTRAHFO,1,2032,8.72
REGION1,DEMTRAHFO,1,2033,8.6
REGION1,DEMTRAHFO,1,2034,8.49
REGION1,DEMTRAHFO,1,2035,8.38
REGION1,DEMTRAHFO,1,2036,8.29
REGION1,DEMTRAHFO,1,2037,8.2
REGION1,DEMTRAHFO,1,2038,8.12
REGION1,DEMTRAHFO,1,2039,8.06
REGION1,DEMTRAHFO,1,2040,8.01
REGION1,DEMTRAHFO,1,2041,7.799
REGION1,DEMTRAHFO,1,2042,7.694
REGION1,DEMTRAHFO,1,2043,7.588
REGION1,DEMTRAHFO,1,2044,7.482
REGION1,DEMTRAHFO,1,2045,7.377
REGION1,DEMTRAHFO,1,2046,7.271
REGION1,DEMTRAHFO,1,2047,7.166
REGION1,DEMTRAHFO,1,2048,7.06
REGION1,DEMTRAHFO,1,2049,6.955
REGION1,DEMTRAHFO,1,2050,6.849
REGION1,DEMTRAJFL,1,2020,39.54
REGION1,DEMTRAJFL,1,2021,38.89
REGION1,DEMTRAJFL,1,2022,38.61
REGION1,DEMTRAJFL,1,2023,38.53
REGION1,DEMTRAJFL,1,2024,38.73
REGION1,DEMTRAJFL,1,2025,39.17
REGION1,DEMTRAJFL,1,2026,39.68
REGION1,DEMTRAJFL,1,2027,40.21
REGION1,DEMTRAJFL,1,2028,40.63
REGION1,DEMTRAJFL,1,2029,40.96
REGION1,DEMTRAJFL,1,2030,41.33
REGION1,DEMTRAJFL,1,2031,41.69
REGION1,DEMTRAJFL,1,2032,42.11
REGION1,DEMTRAJFL,1,2033,42.41
REGION1,DEMTRAJFL,1,2034,42.69
REGION1,DEMTRAJFL,1,2035,42.96
REGION1,DEMTRAJFL,1,2036,43.23
REGION1,DEMTRAJFL,1,2037,43.52
REGION1,DEMTRAJFL,1,2038,43.82
REGION1,DEMTRAJFL,1,2039,44.15
REGION1,DEMTRAJFL,1,2040,44.49
REGION1,DEMTRAJFL,1,2041,44.896
REGION1,DEMTRAJFL,1,2042,45.226
REGION1,DEMTRAJFL,1,2043,45.556
REGION1,DEMTRAJFL,1,2044,45.886
REGION1,DEMTRAJFL,1,2045,46.215
REGION1,DEMTRAJFL,1,2046,46.545
REGION1,DEMTRAJFL,1,2047,46.875
REGION1,DEMTRAJFL,1,2048,47.204
REGION1,DEMTRAJFL,1,2049,47.534
REGION1,DEMTRAJFL,1,2050,47.864
REGION1,DEMTRABIO,1,2020,23.33
REGION1,DEMTRABIO,1,2021,23.0
REGION1,DEMTRABIO,1,2022,22.67
REGION1,DEMTRABIO,1,2023,22.33
REGION1,DEMTRABIO,1,2024,22.04
REGION1,DEMTRABIO,1,2025,21.82
REGION1,DEMTRABIO,1,2026,21.65
REGION1,DEMTRABIO,1,2027,21.51
REGION1,DEMTRABIO,1,2028,21.34
REGION1,DEMTRABIO,1,2029,21.14
REGION1,DEMTRABIO,1,2030,20.95
REGION1,DEMTRABIO,1,2031,20.75
REGION1,DEMTRABIO,1,2032,20.57
REGION1,DEMTRABIO,1,2033,20.34
REGION1,DEMTRABIO,1,2034,20.08
REGION1,DEMTRABIO,1,2035,19.81
REGION1,DEMTRABIO,1,2036,19.53
REGION1,DEMTRABIO,1,2037,19.25
REGION1,DEMTRABIO,1,2038,18.97
REGION1,DEMTRABIO,1,2039,18.7
REGION1,DEMTRABIO,1,2040,18.44
REGION1,DEMTRABIO,1,2041,18.334
REGION1,DEMTRABIO,1,2042,18.101
REGION1,DEMTRABIO,1,2043,17.867
REGION1,DEMTRABIO,1,2044,17.634
REGION1,DEMTRABIO,1,2045,17.4
REGION1,DEMTRABIO,1,2046,17.167
REGION1,DEMTRABIO,1,2047,16.934
REGION1,DEMTRABIO,1,2048,16.7
REGION1,DEMTRABIO,1,2049,16.467
REGION1,DEMTRABIO,1,2050,16.233
REGION1,DEMTRANGS,1,2020,1.8
REGION1,DEMTRANGS,1,2021,2.04
REGION1,DEMTRANGS,1,2022,2.6
REGION1,DEMTRANGS,1,2023,2.86
REGION1,DEMTRANGS,1,2024,3.17
REGION1,DEMTRANGS,1,2025,3.55
REGION1,DEMTRANGS,1,2026,3.97
REGION1,DEMTRANGS,1,2027,4.43
REGION1,DEMTRANGS,1,2028,5.16
REGION1,DEMTRANGS,1,2029,5.58
REGION1,DEMTRANGS,1,2030,6.04
REGION1,DEMTRANGS,1,2031,6.51
REGION1,DEMTRANGS,1,2032,7.6
REGION1,DEMTRANGS,1,2033,8.08
REGION1,DEMTRANGS,1,2034,8.57
REGION1,DEMTRANGS,1,2035,9.08
REGION1,DEMTRANGS,1,2036,10.15
REGION1,DEMTRANGS,1,2037,10.73
REGION1,DEMTRANGS,1,2038,11.35
REGION1,DEMTRANGS,1,2039,12.04
REGION1,DEMTRANGS,1,2040,12.79
REGION1,DEMTRANGS,1,2041,13.207
REGION1,DEMTRANGS,1,2042,13.84
REGION1,DEMTRANGS,1,2043,14.474
REGION1,DEMTRANGS,1,2044,15.108
REGION1,DEMTRANGS,1,2045,15.741
REGION1,DEMTRANGS,1,2046,16.375
REGION1,DEMTRANGS,1,2047,17.008
REGION1,DEMTRANGS,1,2048,17.642
REGION1,DEMTRANGS,1,2049,18.275
REGION1,DEMTRANGS,1,2050,18.909
REGION1,DEMTRALPG,1,2020,2.66
REGION1,DEMTRALPG,1,2021,2.72
REGION1,DEMTRALPG,1,2022,2.79
REGION1,DEMTRALPG,1,2023,2.86
REGION1,DEMTRALPG,1,2024,2.91
REGION1,DEMTRALPG,1,2025,2.96
REGION1,DEMTRALPG,1,2026,3.02
REGION1,DEMTRALPG,1,2027,3.07
REGION1,DEMTRALPG,1,2028,3.13
REGION1,DEMTRALPG,1,2029,3.17
REGION1,DEMTRALPG,1,2030,3.2
REGION1,DEMTRALPG,1,2031,3.21
REGION1,DEMTRALPG,1,2032,3.2
REGION1,DEMTRALPG,1,2033,3.16
REGION1,DEMTRALPG,1,2034,3.11
