r,t,y,TotalTechnologyAnnualActivity
REGION1,DEMRESELCB02,2045,121.53
REGION1,DEMRESELCB02,2046,123.48
REGION1,DEMRESELCB02,2047,125.42
REGION1,DEMRESELCB02,2048,127.36
REGION1,DEMRESELCB02,2049,129.31
REGION1,DEMRESELCB02,2050,131.25
REGION1,DEMRESKER,2020,0.84
REGION1,DEMRESKER,2021,0.85
REGION1,DEMRESKER,2022,0.86
REGION1,DEMRESKER,2023,0.87
REGION1,DEMRESKER,2024,0.87
REGION1,DEMRESKER,2025,0.87
REGION1,DEMRESKER,2026,0.88
REGION1,DEMRESKER,2027,0.88
REGION1,DEMRESKER,2028,0.88
REGION1,DEMRESKER,2029,0.88
REGION1,DEMRESKER,2030,0.88
REGION1,DEMRESKER,2031,0.88
REGION1,DEMRESKER,2032,0.88
REGION1,DEMRESKER,2033,0.88
REGION1,DEMRESKER,2034,0.88
REGION1,DEMRESKER,2035,0.88
REGION1,DEMRESKER,2036,0.88
REGION1,DEMRESKER,2037,0.87
REGION1,DEMRESKER,2038,0.87
REGION1,DEMRESKER,2039,0.87
REGION1,DEMRESKER,2040,0.86
REGION1,DEMRESNGS,2020,81.96
REGION1,DEMRESNGS,2021,83.29
REGION1,DEMRESNGS,2022,84.55
REGION1,DEMRESNGS,2023,86.07
REGION1,DEMRESNGS,2024,87.65
REGION1,DEMRESNGS,2025,89.07
REGION1,DEMRESNGS,2026,85.51
REGION1,DEMRESNGS,2027,81.94
REGION1,DEMRESNGS,2028,78.38
REGION1,DEMRESNGS,2029,74.82
REGION1,DEMRESNGS,2030,71.26
REGION1,DEMRESNGS,2031,67.69
REGION1,DEMRESNGS,2032,64.13
REGION1,DEMRESNGS,2033,60.57
REGION1,DEMRESNGS,2034,57.0
REGION1,DEMRESNGS,2035,53.44
REGION1,DEMRESNGS,2036,49.88
REGION1,DEMRESNGS,2037,46.32
REGION1,DEMRESNGS,2038,42.75
REGION1,DEMRESNGS,2039,39.19
REGION1,DEMRESNGS,2040,35.63
REGION1,DEMRESNGS,2041,32.07
REGION1,DEMRESNGS,2042,28.5
REGION1,DEMRESNGS,2043,24.94
REGION1,DEMRESNGS,2044,21.38
REGION1,DEMRESNGS,2045,17.81
REGION1,DEMRESNGS,2046,14.25
REGION1,DEMRESNGS,2047,10.69
REGION1,DEMRESNGS,2048,7.13
REGION1,DEMRESNGS,2049,3.56
REGION1,DEMTRABIO,2020,23.33
REGION1,DEMTRABIO,2021,23.0
REGION1,DEMTRABIO,2022,22.67
REGION1,DEMTRABIO,2023,22.33
REGION1,DEMTRABIO,2024,22.04
REGION1,DEMTRABIO,2025,21.82
REGION1,DEMTRABIO,2026,20.95
REGION1,DEMTRABIO,2027,20.07
REGION1,DEMTRABIO,2028,19.2
REGION1,DEMTRABIO,2029,18.33
REGION1,DEMTRABIO,2030,17.46
REGION1,DEMTRABIO,2031,16.58
REGION1,DEMTRABIO,2032,15.71
REGION1,DEMTRABIO,2033,14.84
REGION1,DEMTRABIO,2034,13.96
REGION1,DEMTRABIO,2035,13.09
REGION1,DEMTRABIO,2036,12.22
REGION1,DEMTRABIO,2037,11.35
REGION1,DEMTRABIO,2038,10.47
REGION1,DEMTRABIO,2039,9.6
REGION1,DEMTRABIO,2040,8.73
REGION1,DEMTRABIO,2041,7.86
REGION1,DEMTRABIO,2042,6.98
REGION1,DEMTRABIO,2043,6.11
REGION1,DEMTRABIO,2044,5.24
REGION1,DEMTRABIO,2045,4.36
REGION1,DEMTRABIO,2046,3.49
REGION1,DEMTRABIO,2047,2.62
REGION1,DEMTRABIO,2048,1.75
REGION1,DEMTRABIO,2049,0.87
REGION1,DEMTRADSL,2020,98.81
REGION1,DEMTRADSL,2021,97.58
REGION1,DEMTRADSL,2022,96.06
REGION1,DEMTRADSL,2023,94.79
REGION1,DEMTRADSL,2024,93.85
REGION1,DEMTRADSL,2025,93.41
REGION1,DEMTRADSL,2026,89.67
REGION1,DEMTRADSL,2027,85.94
REGION1,DEMTRADSL,2028,82.2
REGION1,DEMTRADSL,2029,78.46
REGION1,DEMTRADSL,2030,74.73
REGION1,DEMTRADSL,2031,70.99
REGION1,DEMTRADSL,2032,67.26
REGION1,DEMTRADSL,2033,63.52
REGION1,DEMTRADSL,2034,59.78
REGION1,DEMTRADSL,2035,56.05
REGION1,DEMTRADSL,2036,52.31
REGION1,DEMTRADSL,2037,48.57
REGION1,DEMTRADSL,2038,44.84
REGION1,DEMTRADSL,2039,41.1
REGION1,DEMTRADSL,2040,37.36
REGION1,DEMTRADSL,2041,33.63
REGION1,DEMTRADSL,2042,29.89
REGION1,DEMTRADSL,2043,26.15
REGION1,DEMTRADSL,2044,22.42
REGION1,DEMTRADSL,2045,18.68
REGION1,DEMTRADSL,2046,14.95
REGION1,DEMTRADSL,2047,11.21
REGION1,DEMTRADSL,2048,7.47
REGION1,DEMTRADSL,2049,3.74
REGION1,DEMTRAELCB02,2020,1.24
REGION1,DEMTRAELCB02,2021,1.62
REGION1,DEMTRAELCB02,2022,2.08
REGION1,DEMTRAELCB02,2023,2.64
REGION1,DEMTRAELCB02,2024,3.26
REGION1,DEMTRAELCB02,2025,4.06
REGION1,DEMTRAELCB02,2026,10.46
REGION1,DEMTRAELCB02,2027,16.86
REGION1,DEMTRAELCB02,2028,23.27
REGION1,DEMTRAELCB02,2029,29.67
REGION1,DEMTRAELCB02,2030,36.07
REGION1,DEMTRAELCB02,2031,42.47
REGION1,DEMTRAELCB02,2032,48.88
REGION1,DEMTRAELCB02,2033,55.28
REGION1,DEMTRAELCB02,2034,61.68
REGION1,DEMTRAELCB02,2035,68.08
REGION1,DEMTRAELCB02,2036,74.48
REGION1,DEMTRAELCB02,2037,80.89
REGION1,DEMTRAELCB02,2038,87.29
REGION1,DEMTRAELCB02,2039,93.69
REGION1,DEMTRAELCB02,2040,100.09
REGION1,DEMTRAELCB02,2041,106.5
REGION1,DEMTRAELCB02,2042,112.9
REGION1,DEMTRAELCB02,2043,119.3
REGION1,DEMTRAELCB02,2044,125.7
REGION1,DEMTRAELCB02,2045,132.1
REGION1,DEMTRAELCB02,2046,138.51
REGION1,DEMTRAELCB02,2047,144.91
REGION1,DEMTRAELCB02,2048,151.31
REGION1,DEMTRAELCB02,2049,157.71
REGION1,DEMTRAELCB02,2050,164.11
REGION1,DEMTRAGSL,2020,153.58
REGION1,DEMTRAGSL,2021,150.89
REGION1,DEMTRAGSL,2022,148.2
REGION1,DEMTRAGSL,2023,145.36
REGION1,DEMTRAGSL,2024,142.73
REGION1,DEMTRAGSL,2025,140.26
REGION1,DEMTRAGSL,2026,134.65
REGION1,DEMTRAGSL,2027,129.04
REGION1,DEMTRAGSL,2028,123.43
REGION1,DEMTRAGSL,2029,117.82
REGION1,DEMTRAGSL,2030,112.21
REGION1,DEMTRAGSL,2031,106.6
REGION1,DEMTRAGSL,2032,100.99
REGION1,DEMTRAGSL,2033,95.38
REGION1,DEMTRAGSL,2034,89.77
REGION1,DEMTRAGSL,2035,84.16
REGION1,DEMTRAGSL,2036,78.55
REGION1,DEMTRAGSL,2037,72.94
REGION1,DEMTRAGSL,2038,67.32
REGION1,DEMTRAGSL,2039,61.71
REGION1,DEMTRAGSL,2040,56.1
REGION1,DEMTRAGSL,2041,50.49
REGION1,DEMTRAGSL,2042,44.88
REGION1,DEMTRAGSL,2043,39.27
REGION1,DEMTRAGSL,2044,33.66
REGION1,DEMTRAGSL,2045,28.05
REGION1,DEMTRAGSL,2046,22.44
REGION1,DEMTRAGSL,2047,16.83
REGION1,DEMTRAGSL,2048,11.22
REGION1,DEMTRAGSL,2049,5.61
REGION1,DEMTRAHFO,2020,10.69
REGION1,DEMTRAHFO,2021,10.45
REGION1,DEMTRAHFO,2022,10.2
REGION1,DEMTRAHFO,2023,9.96
REGION1,DEMTRAHFO,2024,9.75
REGION1,DEMTRAHFO,2025,9.59
REGION1,DEMTRAHFO,2026,9.45
REGION1,DEMTRAHFO,2027,9.33
REGION1,DEMTRAHFO,2028,9.2
REGION1,DEMTRAHFO,2029,9.06
REGION1,DEMTRAHFO,2030,8.93
REGION1,DEMTRAHFO,2031,8.48
REGION1,DEMTRAHFO,2032,8.04
REGION1,DEMTRAHFO,2033,7.59
REGION1,DEMTRAHFO,2034,7.14
REGION1,DEMTRAHFO,2035,6.7
REGION1,DEMTRAHFO,2036,6.25
REGION1,DEMTRAHFO,2037,5.8
REGION1,DEMTRAHFO,2038,5.36
REGION1,DEMTRAHFO,2039,4.91
REGION1,DEMTRAHFO,2040,4.47
REGION1,DEMTRAHFO,2041,4.02
REGION1,DEMTRAHFO,2042,3.57
REGION1,DEMTRAHFO,2043,3.13
REGION1,DEMTRAHFO,2044,2.68
REGION1,DEMTRAHFO,2045,2.23
REGION1,DEMTRAHFO,2046,1.79
REGION1,DEMTRAHFO,2047,1.34
REGION1,DEMTRAHFO,2048,0.89
REGION1,DEMTRAHFO,2049,0.45
REGION1,DEMTRAJFL,2020,39.54
REGION1,DEMTRAJFL,2021,38.89
REGION1,DEMTRAJFL,2022,38.61
REGION1,DEMTRAJFL,2023,38.53
REGION1,DEMTRAJFL,2024,38.73
REGION1,DEMTRAJFL,2025,39.17
REGION1,DEMTRAJFL,2026,39.68
REGION1,DEMTRAJFL,2027,40.21
REGION1,DEMTRAJFL,2028,40.63
REGION1,DEMTRAJFL,2029,40.96
REGION1,DEMTRAJFL,2030,41.33
REGION1,DEMTRAJFL,2031,39.26
REGION1,DEMTRAJFL,2032,37.2
REGION1,DEMTRAJFL,2033,35.13
REGION1,DEMTRAJFL,2034,33.06
REGION1,DEMTRAJFL,2035,31.0
REGION1,DEMTRAJFL,2036,28.93
REGION1,DEMTRAJFL,2037,26.86
REGION1,DEMTRAJFL,2038,24.8
REGION1,DEMTRAJFL,2039,22.73
REGION1,DEMTRAJFL,2040,20.67
REGION1,DEMTRAJFL,2041,18.6
REGION1,DEMTRAJFL,2042,16.53
REGION1,DEMTRAJFL,2043,14.47
REGION1,DEMTRAJFL,2044,12.4
REGION1,DEMTRAJFL,2045,10.33
REGION1,DEMTRAJFL,2046,8.27
REGION1,DEMTRAJFL,2047,6.2
REGION1,DEMTRAJFL,2048,4.13
REGION1,DEMTRAJFL,2049,2.07
REGION1,DEMTRALPG,2020,2.66
REGION1,DEMTRALPG,2021,2.72
REGION1,DEMTRALPG,2022,2.79
REGION1,DEMTRALPG,2023,2.86
REGION1,DEMTRALPG,2024,2.91
REGION1,DEMTRALPG,2025,2.96
REGION1,DEMTRALPG,2026,3.02
REGION1,DEMTRALPG,2027,3.07
REGION1,DEMTRALPG,2028,3.13
REGION1,DEMTRALPG,2029,3.17
REGION1,DEMTRALPG,2030,3.2
REGION1,DEMTRALPG,2031,3.21
REGION1,DEMTRALPG,2032,3.2
REGION1,DEMTRALPG,2033,3.16
REGION1,DEMTRALPG,2034,3.11
REGION1,DEMTRALPG,2035,3.03
REGION1,DEMTRALPG,2036,2.93
REGION1,DEMTRALPG,2037,2.81
REGION1,DEMTRALPG,2038,2.68
REGION1,DEMTRALPG,2039,2.52
REGION1,DEMTRALPG,2040,2.35
REGION1,DEMTRALPG,2041,2.603
REGION1,DEMTRALPG,2042,2.557
REGION1,DEMTRALPG,2043,2.511
REGION1,DEMTRALPG,2044,2.464
REGION1,DEMTRALPG,2045,2.418
REGION1,DEMTRALPG,2046,2.372
REGION1,DEMTRALPG,2047,2.326
REGION1,DEMTRALPG,2048,2.279
REGION1,DEMTRALPG,2049,2.233
REGION1,DEMTRANGS,2020,1.8
REGION1,DEMTRANGS,2021,2.04
REGION1,DEMTRANGS,2022,2.6
REGION1,DEMTRANGS,2023,2.86
REGION1,DEMTRANGS,2024,3.17
REGION1,DEMTRANGS,2025,3.55
REGION1,DEMTRANGS,2026,3.41
REGION1,DEMTRANGS,2027,3.27
REGION1,DEMTRANGS,2028,3.12
REGION1,DEMTRANGS,2029,2.98
REGION1,DEMTRANGS,2030,2.84
REGION1,DEMTRANGS,2031,2.7
REGION1,DEMTRANGS,2032,2.56
REGION1,DEMTRANGS,2033,2.41
REGION1,DEMTRANGS,2034,2.27
REGION1,DEMTRANGS,2035,2.13
REGION1,DEMTRANGS,2036,1.99
REGION1,DEMTRANGS,2037,1.85
REGION1,DEMTRANGS,2038,1.7
REGION1,DEMTRANGS,2039,1.56
REGION1,DEMTRANGS,2040,1.42
REGION1,DEMTRANGS,2041,1.28
REGION1,DEMTRANGS,2042,1.14
REGION1,DEMTRANGS,2043,0.99
REGION1,DEMTRANGS,2044,0.85
REGION1,DEMTRANGS,2045,0.71
REGION1,DEMTRANGS,2046,0.57
REGION1,DEMTRANGS,2047,0.43
REGION1,DEMTRANGS,2048,0.28
REGION1,DEMTRANGS,2049,0.14
REGION1,IMPDSL,2020,222.15
REGION1,IMPDSL,2021,221.328
REGION1,IMPDSL,2022,219.707
REGION1,IMPDSL,2023,218.392
REGION1,IMPDSL,2024,218.774
REGION1,IMPDSL,2025,219.701
REGION1,IMPDSL,2026,216.535
REGION1,IMPDSL,2027,213.259
REGION1,IMPDSL,2028,209.434
REGION1,IMPDSL,2029,204.988
REGION1,IMPDSL,2030,200.623
REGION1,IMPDSL,2031,190.587
REGION1,IMPDSL,2032,180.561
REGION1,IMPDSL,2033,170.526
REGION1,IMPDSL,2034,160.49
REGION1,IMPDSL,2035,150.475
REGION1,IMPDSL,2036,140.439
REGION1,IMPDSL,2037,130.404
REGION1,IMPDSL,2038,120.378
REGION1,IMPDSL,2039,110.342
REGION1,IMPDSL,2040,100.307
REGION1,IMPDSL,2041,90.281
REGION1,IMPDSL,2042,80.246
REGION1,IMPDSL,2043,70.21
REGION1,IMPDSL,2044,60.184
REGION1,IMPDSL,2045,50.159
REGION1,IMPDSL,2046,40.133
REGION1,IMPDSL,2047,30.098
REGION1,IMPDSL,2048,20.062
REGION1,IMPDSL,2049,10.037
REGION1,IMPGSL,2020,153.58
REGION1,IMPGSL,2021,150.89
REGION1,IMPGSL,2022,148.2
REGION1,IMPGSL,2023,145.36
REGION1,IMPGSL,2024,142.73
REGION1,IMPGSL,2025,140.26
REGION1,IMPGSL,2026,134.65
REGION1,IMPGSL,2027,129.04
REGION1,IMPGSL,2028,123.43
REGION1,IMPGSL,2029,117.82
REGION1,IMPGSL,2030,112.21
REGION1,IMPGSL,2031,106.6
REGION1,IMPGSL,2032,100.99
REGION1,IMPGSL,2033,95.38
REGION1,IMPGSL,2034,89.77
REGION1,IMPGSL,2035,84.16
REGION1,IMPGSL,2036,78.55
REGION1,IMPGSL,2037,72.94
REGION1,IMPGSL,2038,67.32
REGION1,IMPGSL,2039,61.71
REGION1,IMPGSL,2040,56.1
REGION1,IMPGSL,2041,50.49
REGION1,IMPGSL,2042,44.88
REGION1,IMPGSL,2043,39.27
REGION1,IMPGSL,2044,33.66
REGION1,IMPGSL,2045,28.05
REGION1,IMPGSL,2046,22.44
REGION1,IMPGSL,2047,16.83
REGION1,IMPGSL,2048,11.22
REGION1,IMPGSL,2049,5.61
REGION1,IMPHFO,2020,10.69
REGION1,IMPHFO,2021,10.45
REGION1,IMPHFO,2022,10.2
REGION1,IMPHFO,2023,9.96
REGION1,IMPHFO,2024,9.75
REGION1,IMPHFO,2025,9.59
REGION1,IMPHFO,2026,9.45
REGION1,IMPHFO,2027,9.33
REGION1,IMPHFO,2028,9.2
REGION1,IMPHFO,2029,9.06
REGION1,IMPHFO,2030,8.93
REGION1,IMPHFO,2031,8.48
REGION1,IMPHFO,2032,8.04
REGION1,IMPHFO,2033,7.59
REGION1,IMPHFO,2034,7.14
REGION1,IMPHFO,2035,6.7
REGION1,IMPHFO,2036,6.25
REGION1,IMPHFO,2037,5.8
REGION1,IMPHFO,2038,5.36
REGION1,IMPHFO,2039,4.91
REGION1,IMPHFO,2040,4.47
REGION1,IMPHFO,2041,4.02
REGION1,IMPHFO,2042,3.57
REGION1,IMPHFO,2043,3.13
REGION1,IMPHFO,2044,2.68
REGION1,IMPHFO,2045,2.23
REGION1,IMPHFO,2046,1.79
REGION1,IMPHFO,2047,1.34
REGION1,IMPHFO,2048,0.89
REGION1,IMPHFO,2049,0.45
REGION1,IMPJFL,2020,39.54
REGION1,IMPJFL,2021,38.89
REGION1,IMPJFL,2022,38.61
REGION1,IMPJFL,2023,38.53
REGION1,IMPJFL,2024,38.73
REGION1,IMPJFL,2025,39.17
REGION1,IMPJFL,2026,39.68
REGION1,IMPJFL,2027,40.21
REGION1,IMPJFL,2028,40.63
REGION1,IMPJFL,2029,40.96
REGION1,IMPJFL,2030,41.33
REGION1,IMPJFL,2031,39.26
REGION1,IMPJFL,2032,37.2
REGION1,IMPJFL,2033,35.13
REGION1,IMPJFL,2034,33.06
REGION1,IMPJFL,2035,31.0
REGION1,IMPJFL,2036,28.93
REGION1,IMPJFL,2037,26.86
REGION1,IMPJFL,2038,24.8
REGION1,IMPJFL,2039,22.73
REGION1,IMPJFL,2040,20.67
REGION1,IMPJFL,2041,18.6
REGION1,IMPJFL,2042,16.53
REGION1,IMPJFL,2043,14.47
REGION1,IMPJFL,2044,12.4
REGION1,IMPJFL,2045,10.33
REGION1,IMPJFL,2046,8.27
REGION1,IMPJFL,2047,6.2
REGION1,IMPJFL,2048,4.13
REGION1,IMPJFL,2049,2.07
REGION1,IMPKER,2020,11.41
REGION1,IMPKER,2021,11.65
REGION1,IMPKER,2022,11.86
REGION1,IMPKER,2023,12.04
REGION1,IMPKER,2024,12.2
REGION1,IMPKER,2025,12.35
REGION1,IMPKER,2026,11.9
REGION1,IMPKER,2027,11.44
REGION1,IMPKER,2028,10.98
REGION1,IMPKER,2029,10.52
REGION1,IMPKER,2030,10.06
REGION1,IMPKER,2031,9.61
REGION1,IMPKER,2032,9.15
REGION1,IMPKER,2033,8.69
REGION1,IMPKER,2034,8.23
REGION1,IMPKER,2035,7.77
REGION1,IMPKER,2036,7.31
REGION1,IMPKER,2037,6.84
REGION1,IMPKER,2038,6.38
REGION1,IMPKER,2039,5.92
REGION1,IMPKER,2040,5.45
REGION1,IMPKER,2041,4.13
REGION1,IMPKER,2042,3.67
REGION1,IMPKER,2043,3.22
REGION1,IMPKER,2044,2.76
REGION1,IMPKER,2045,2.3
REGION1,IMPKER,2046,1.84
REGION1,IMPKER,2047,1.38
REGION1,IMPKER,2048,0.92
REGION1,IMPKER,2049,0.46
REGION1,IMPLPG,2020,2.66
REGION1,IMPLPG,2021,2.72
REGION1,IMPLPG,2022,2.79
REGION1,IMPLPG,2023,2.86
REGION1,IMPLPG,2024,2.91
REGION1,IMPLPG,2025,2.96
REGION1,IMPLPG,2026,3.02
REGION1,IMPLPG,2027,3.07
REGION1,IMPLPG,2028,3.13
REGION1,IMPLPG,2029,3.17
REGION1,IMPLPG,2030,3.2
REGION1,IMPLPG,2031,3.21
REGION1,IMPLPG,2032,3.2
REGION1,IMPLPG,2033,3.16
REGION1,IMPLPG,2034,3.11
REGION1,IMPLPG,2035,3.03
REGION1,IMPLPG,2036,2.93
REGION1,IMPLPG,2037,2.81
REGION1,IMPLPG,2038,2.68
REGION1,IMPLPG,2039,2.52
REGION1,IMPLPG,2040,2.35
REGION1,IMPLPG,2041,2.603
REGION1,IMPLPG,2042,2.557
REGION1,IMPLPG,2043,2.511
REGION1,IMPLPG,2044,2.464
REGION1,IMPLPG,2045,2.418
REGION1,IMPLPG,2046,2.372
REGION1,IMPLPG,2047,2.326
REGION1,IMPLPG,2048,2.279
REGION1,IMPLPG,2049,2.233
REGION1,LNDAGRBC1C01,2020,277.6228
REGION1,LNDAGRBC1C01,2021,277.6181
REGION1,LNDAGRBC1C01,2022,277.6228
REGION1,LNDAGRBC1C01,2023,277.6275
REGION1,LNDAGRBC1C01,2024,277.6323
REGION1,LNDAGRBC1C01,2025,277.6371
REGION1,LNDAGRBC1C01,2026,277.642
REGION1,LNDAGRBC1C01,2027,277.6569
REGION1,LNDAGRBC1C01,2028,277.6519
REGION1,LNDAGRBC1C01,2029,277.6569
REGION1,LNDAGRBC1C01,2030,277.662
REGION1,LNDAGRBC1C01,2031,277.6671
REGION1,LNDAGRBC1C01,2032,277.6724
REGION1,LNDAGRBC1C01,2033,277.6776
REGION1,LNDAGRBC1C01,2034,277.6829
REGION1,LNDAGRBC1C01,2035,277.6883
REGION1,LNDAGRBC1C01,2036,277.6937
REGION1,LNDAGRBC1C01,2037,277.6992
REGION1,LNDAGRBC1C01,2038,277.7048
REGION1,LNDAGRBC1C01,2039,277.7104
REGION1,LNDAGRBC1C01,2040,277.7161
REGION1,LNDAGRBC1C01,2041,277.7218
REGION1,LNDAGRBC1C01,2042,277.7335
REGION1,LNDAGRBC1C01,2043,277.7335
REGION1,LNDAGRBC1C01,2044,277.7394
REGION1,LNDAGRBC1C01,2045,277.7454
REGION1,LNDAGRBC1C01,2046,277.7515
REGION1,LNDAGRBC1C01,2047,277.7576
REGION1,LNDAGRBC1C01,2048,277.7638
REGION1,LNDAGRBC1C01,2049,277.7701
REGION1,LNDAGRBC1C01,2050,277.7764
REGION1,LNDAGRBC1C02,2020,26.8803
REGION1,LNDAGRBC1C02,2021,26.8741
REGION1,LNDAGRBC1C02,2022,26.8772
REGION1,LNDAGRBC1C02,2023,26.8803
REGION1,LNDAGRBC1C02,2024,26.8835
REGION1,LNDAGRBC1C02,2025,26.8867
REGION1,LNDAGRBC1C02,2026,26.8899
REGION1,LNDAGRBC1C02,2027,26.9032
REGION1,LNDAGRBC1C02,2028,26.8965
REGION1,LNDAGRBC1C02,2029,26.8998
REGION1,LNDAGRBC1C02,2030,26.9032
REGION1,LNDAGRBC1C02,2031,26.9066
REGION1,LNDAGRBC1C02,2032,26.91
REGION1,LNDAGRBC1C02,2033,26.9135
REGION1,LNDAGRBC1C02,2034,26.917
REGION1,LNDAGRBC1C02,2035,26.9206
REGION1,LNDAGRBC1C02,2036,26.9242
REGION1,LNDAGRBC1C02,2037,26.9278
REGION1,LNDAGRBC1C02,2038,26.9315
REGION1,LNDAGRBC1C02,2039,26.9352
REGION1,LNDAGRBC1C02,2040,26.939
REGION1,LNDAGRBC1C02,2041,26.9428
REGION1,LNDAGRBC1C02,2042,26.9544
REGION1,LNDAGRBC1C02,2043,26.9505
REGION1,LNDAGRBC1C02,2044,26.9544
REGION1,LNDAGRBC1C02,2045,26.9584
REGION1,LNDAGRBC1C02,2046,26.9624
REGION1,LNDAGRBC1C02,2047,26.9665
REGION1,LNDAGRBC1C02,2048,26.9706
REGION1,LNDAGRBC1C02,2049,26.9747
REGION1,LNDAGRBC1C02,2050,26.9789
REGION1,LNDAGRBC1C03,2020,49.3514
REGION1,LNDAGRBC1C03,2021,54.5924
REGION1,LNDAGRBC1C03,2022,54.5576
REGION1,LNDAGRBC1C03,2023,55.5832
REGION1,LNDAGRBC1C03,2024,56.2327
REGION1,LNDAGRBC1C03,2025,56.2555
REGION1,LNDAGRBC1C03,2026,56.4765
REGION1,LNDAGRBC1C03,2027,44.4015
REGION1,LNDAGRBC1C03,2028,44.7517
REGION1,LNDAGRBC1C03,2029,44.9576
REGION1,LNDAGRBC1C03,2030,45.1046
REGION1,LNDAGRBC1C03,2031,45.4229
REGION1,LNDAGRBC1C03,2032,45.3664
REGION1,LNDAGRBC1C03,2033,45.5562
REGION1,LNDAGRBC1C03,2034,45.6537
REGION1,LNDAGRBC1C03,2035,33.0158
REGION1,LNDAGRBC1C03,2036,32.1994
REGION1,LNDAGRBC1C03,2037,32.0728
REGION1,LNDAGRBC1C03,2038,31.8553
REGION1,LNDAGRBC1C03,2039,31.5527
REGION1,LNDAGRBC1C03,2040,31.7048
REGION1,LNDAGRBC1C03,2041,31.9471
REGION1,LNDAGRBC1C03,2042,32.1661
REGION1,LNDAGRBC1C03,2043,32.4003
REGION1,LNDAGRBC1C03,2044,32.6094
REGION1,LNDAGRBC1C03,2045,32.8239
REGION1,LNDAGRBC1C03,2046,33.0335
REGION1,LNDAGRBC1C03,2047,33.2457
REGION1,LNDAGRBC1C03,2048,33.461
REGION1,LNDAGRBC1C03,2049,33.6695
REGION1,LNDAGRBC1C03,2050,33.8841
REGION1,LNDAGRBC1C04,2020,10.7544
REGION1,LNDAGRBC1C04,2021,10.7627
REGION1,LNDAGRBC1C04,2022,10.771
REGION1,LNDAGRBC1C04,2023,10.7794
REGION1,LNDAGRBC1C04,2024,10.7879
REGION1,LNDAGRBC1C04,2025,10.7964
REGION1,LNDAGRBC1C04,2026,10.8051
REGION1,LNDAGRBC1C04,2027,10.8139
REGION1,LNDAGRBC1C04,2028,10.8228
REGION1,LNDAGRBC1C04,2029,10.8317
REGION1,LNDAGRBC1C04,2030,10.8408
REGION1,LNDAGRBC1C04,2031,10.85
REGION1,LNDAGRBC1C04,2032,10.8592
REGION1,LNDAGRBC1C04,2033,10.8686
REGION1,LNDAGRBC1C04,2034,10.8781
REGION1,LNDAGRBC1C04,2035,10.8877
REGION1,LNDAGRBC1C04,2036,10.8974
REGION1,LNDAGRBC1C04,2037,10.9071
REGION1,LNDAGRBC1C04,2038,10.917
REGION1,LNDAGRBC1C04,2039,10.927
REGION1,LNDAGRBC1C04,2040,10.9372
REGION1,LNDAGRBC1C04,2041,10.9474
REGION1,LNDAGRBC1C04,2042,10.9577
REGION1,LNDAGRBC1C04,2043,10.9682
REGION1,LNDAGRBC1C04,2044,10.9788
REGION1,LNDAGRBC1C04,2045,10.9894
REGION1,LNDAGRBC1C04,2046,11.0002
REGION1,LNDAGRBC1C04,2047,11.0112
REGION1,LNDAGRBC1C04,2048,11.0222
REGION1,LNDAGRBC1C04,2049,11.0334
REGION1,LNDAGRBC1C04,2050,11.0447
REGION1,LNDAGRBC1C05,2020,543.9168
REGION1,LNDAGRBC1C05,2021,538.6758
REGION1,LNDAGRBC1C05,2022,538.692
REGION1,LNDAGRBC1C05,2023,537.6474
REGION1,LNDAGRBC1C05,2024,536.9788
REGION1,LNDAGRBC1C05,2025,536.9368
REGION1,LNDAGRBC1C05,2026,536.6962
REGION1,LNDAGRBC1C05,2027,548.7316
REGION1,LNDAGRBC1C05,2028,548.3813
REGION1,LNDAGRBC1C05,2029,548.1553
REGION1,LNDAGRBC1C05,2030,547.988
REGION1,LNDAGRBC1C05,2031,547.649
REGION1,LNDAGRBC1C05,2032,547.6847
REGION1,LNDAGRBC1C05,2033,547.4739
REGION1,LNDAGRBC1C05,2034,547.3552
REGION1,LNDAGRBC1C05,2035,559.9715
REGION1,LNDAGRBC1C05,2036,560.7661
REGION1,LNDAGRBC1C05,2037,560.8709
REGION1,LNDAGRBC1C05,2038,561.0661
REGION1,LNDAGRBC1C05,2039,561.3461
REGION1,LNDAGRBC1C05,2040,561.1713
REGION1,LNDAGRBC1C05,2041,560.906
REGION1,LNDAGRBC1C05,2042,560.6502
REGION1,LNDAGRBC1C05,2043,560.406
REGION1,LNDAGRBC1C05,2044,560.1732
REGION1,LNDAGRBC1C05,2045,559.9348
REGION1,LNDAGRBC1C05,2046,559.7009
REGION1,LNDAGRBC1C05,2047,559.4641
REGION1,LNDAGRBC1C05,2048,559.224
REGION1,LNDAGRBC1C05,2049,558.9903
REGION1,LNDAGRBC1C05,2050,558.7505
REGION1,LNDAGRBC1C06,2020,3.4189
REGION1,LNDAGRBC1C06,2021,3.4194
REGION1,LNDAGRBC1C06,2022,3.4199
REGION1,LNDAGRBC1C06,2023,3.4204
REGION1,LNDAGRBC1C06,2024,3.4209
REGION1,LNDAGRBC1C06,2025,3.4215
REGION1,LNDAGRBC1C06,2026,3.422
REGION1,LNDAGRBC1C06,2027,3.4225
REGION1,LNDAGRBC1C06,2028,3.423
REGION1,LNDAGRBC1C06,2029,3.4236
REGION1,LNDAGRBC1C06,2030,3.4241
REGION1,LNDAGRBC1C06,2031,3.4247
REGION1,LNDAGRBC1C06,2032,3.4252
